"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ESP","LIFEEXP","TOT","YR","A","2011",82.6,
"ESP","LIFEEXP","TOT","YR","A","2012",82.5,
"ESP","LIFEEXP","TOT","YR","A","2013",83.2,
"ESP","LIFEEXP","TOT","YR","A","2014",83.3,
"ESP","LIFEEXP","TOT","YR","A","2015",82.9,
"ESP","LIFEEXP","TOT","YR","A","2016",83.4,
"ESP","LIFEEXP","TOT","YR","A","2017",83.4,
"ESP","LIFEEXP","TOT","YR","A","2018",83.5,
"SWE","LIFEEXP","TOT","YR","A","2000",79.7,
"SWE","LIFEEXP","TOT","YR","A","2001",79.9,
"SWE","LIFEEXP","TOT","YR","A","2002",79.9,
"SWE","LIFEEXP","TOT","YR","A","2003",80.3,
"SWE","LIFEEXP","TOT","YR","A","2004",80.6,
"SWE","LIFEEXP","TOT","YR","A","2005",80.7,
"SWE","LIFEEXP","TOT","YR","A","2006",81,
"SWE","LIFEEXP","TOT","YR","A","2007",81.1,
"SWE","LIFEEXP","TOT","YR","A","2008",81.3,
"SWE","LIFEEXP","TOT","YR","A","2009",81.5,
"SWE","LIFEEXP","TOT","YR","A","2010",81.6,
"SWE","LIFEEXP","TOT","YR","A","2011",81.9,
"SWE","LIFEEXP","TOT","YR","A","2012",81.8,
"SWE","LIFEEXP","TOT","YR","A","2013",82,
"SWE","LIFEEXP","TOT","YR","A","2014",82.3,
"SWE","LIFEEXP","TOT","YR","A","2015",82.3,
"SWE","LIFEEXP","TOT","YR","A","2016",82.4,
"SWE","LIFEEXP","TOT","YR","A","2017",82.5,
"SWE","LIFEEXP","TOT","YR","A","2018",82.6,
"CHE","LIFEEXP","TOT","YR","A","2000",79.9,
"CHE","LIFEEXP","TOT","YR","A","2001",80.4,
"CHE","LIFEEXP","TOT","YR","A","2002",80.6,
"CHE","LIFEEXP","TOT","YR","A","2003",80.6,
"CHE","LIFEEXP","TOT","YR","A","2004",81.2,
"CHE","LIFEEXP","TOT","YR","A","2005",81.4,
"CHE","LIFEEXP","TOT","YR","A","2006",81.7,
"CHE","LIFEEXP","TOT","YR","A","2007",82,
"CHE","LIFEEXP","TOT","YR","A","2008",82.2,
"CHE","LIFEEXP","TOT","YR","A","2009",82.3,
"CHE","LIFEEXP","TOT","YR","A","2010",82.6,
"CHE","LIFEEXP","TOT","YR","A","2011",82.8,"B"
"CHE","LIFEEXP","TOT","YR","A","2012",82.8,
"CHE","LIFEEXP","TOT","YR","A","2013",82.9,
"CHE","LIFEEXP","TOT","YR","A","2014",83.3,
"CHE","LIFEEXP","TOT","YR","A","2015",83,
"CHE","LIFEEXP","TOT","YR","A","2016",83.7,
"CHE","LIFEEXP","TOT","YR","A","2017",83.6,
"CHE","LIFEEXP","TOT","YR","A","2018",83.8,
"TUR","LIFEEXP","TOT","YR","A","2000",71.1,
"TUR","LIFEEXP","TOT","YR","A","2001",71.5,
"TUR","LIFEEXP","TOT","YR","A","2002",71.9,
"TUR","LIFEEXP","TOT","YR","A","2003",72.3,
"TUR","LIFEEXP","TOT","YR","A","2004",72.7,
"TUR","LIFEEXP","TOT","YR","A","2005",73.1,
"TUR","LIFEEXP","TOT","YR","A","2006",73.4,
"TUR","LIFEEXP","TOT","YR","A","2007",73.7,
"TUR","LIFEEXP","TOT","YR","A","2008",73.9,
"TUR","LIFEEXP","TOT","YR","A","2009",74.1,
"TUR","LIFEEXP","TOT","YR","A","2010",74.3,
"TUR","LIFEEXP","TOT","YR","A","2011",74.6,
"TUR","LIFEEXP","TOT","YR","A","2012",74.6,
"TUR","LIFEEXP","TOT","YR","A","2013",78,"B"
"TUR","LIFEEXP","TOT","YR","A","2014",78,
"TUR","LIFEEXP","TOT","YR","A","2015",78,
"TUR","LIFEEXP","TOT","YR","A","2016",78,
"TUR","LIFEEXP","TOT","YR","A","2017",78.1,
"TUR","LIFEEXP","TOT","YR","A","2018",78.3,
"GBR","LIFEEXP","TOT","YR","A","2000",77.9,
"GBR","LIFEEXP","TOT","YR","A","2001",78.2,
"GBR","LIFEEXP","TOT","YR","A","2002",78.3,
"GBR","LIFEEXP","TOT","YR","A","2003",78.4,
"GBR","LIFEEXP","TOT","YR","A","2004",79,
"GBR","LIFEEXP","TOT","YR","A","2005",79.2,
"GBR","LIFEEXP","TOT","YR","A","2006",79.5,
"GBR","LIFEEXP","TOT","YR","A","2007",79.7,
"GBR","LIFEEXP","TOT","YR","A","2008",79.8,
"GBR","LIFEEXP","TOT","YR","A","2009",80.4,
"GBR","LIFEEXP","TOT","YR","A","2010",80.6,
"GBR","LIFEEXP","TOT","YR","A","2011",81,
"GBR","LIFEEXP","TOT","YR","A","2012",81,
"GBR","LIFEEXP","TOT","YR","A","2013",81.1,
"GBR","LIFEEXP","TOT","YR","A","2014",81.4,
"GBR","LIFEEXP","TOT","YR","A","2015",81,
"GBR","LIFEEXP","TOT","YR","A","2016",81.2,
"GBR","LIFEEXP","TOT","YR","A","2017",81.3,
"GBR","LIFEEXP","TOT","YR","A","2018",81.3,
"USA","LIFEEXP","TOT","YR","A","2000",76.7,
"USA","LIFEEXP","TOT","YR","A","2001",76.9,
"USA","LIFEEXP","TOT","YR","A","2002",77,
"USA","LIFEEXP","TOT","YR","A","2003",77.1,
"USA","LIFEEXP","TOT","YR","A","2004",77.6,
"USA","LIFEEXP","TOT","YR","A","2005",77.6,
"USA","LIFEEXP","TOT","YR","A","2006",77.8,
"USA","LIFEEXP","TOT","YR","A","2007",78.1,
"USA","LIFEEXP","TOT","YR","A","2008",78.1,
"USA","LIFEEXP","TOT","YR","A","2009",78.5,
"USA","LIFEEXP","TOT","YR","A","2010",78.6,
"USA","LIFEEXP","TOT","YR","A","2011",78.7,
"USA","LIFEEXP","TOT","YR","A","2012",78.8,
"USA","LIFEEXP","TOT","YR","A","2013",78.8,
"USA","LIFEEXP","TOT","YR","A","2014",78.9,
"USA","LIFEEXP","TOT","YR","A","2015",78.7,
"USA","LIFEEXP","TOT","YR","A","2016",78.7,
"USA","LIFEEXP","TOT","YR","A","2017",78.6,
"USA","LIFEEXP","TOT","YR","A","2018",78.7,
"CHL","LIFEEXP","TOT","YR","A","2000",76.4,
"CHL","LIFEEXP","TOT","YR","A","2001",76.7,
"CHL","LIFEEXP","TOT","YR","A","2002",77,
"CHL","LIFEEXP","TOT","YR","A","2003",77.2,
"CHL","LIFEEXP","TOT","YR","A","2004",77.4,
"CHL","LIFEEXP","TOT","YR","A","2005",77.7,
"CHL","LIFEEXP","TOT","YR","A","2006",77.9,
"CHL","LIFEEXP","TOT","YR","A","2007",78.1,
"CHL","LIFEEXP","TOT","YR","A","2008",78.3,
"CHL","LIFEEXP","TOT","YR","A","2009",78.6,
"CHL","LIFEEXP","TOT","YR","A","2010",78.8,
"CHL","LIFEEXP","TOT","YR","A","2011",79,
"CHL","LIFEEXP","TOT","YR","A","2012",79.2,
"CHL","LIFEEXP","TOT","YR","A","2013",79.4,
"CHL","LIFEEXP","TOT","YR","A","2014",79.6,
"CHL","LIFEEXP","TOT","YR","A","2015",79.8,
"CHL","LIFEEXP","TOT","YR","A","2016",80,
"CHL","LIFEEXP","TOT","YR","A","2017",80.2,
"CHL","LIFEEXP","TOT","YR","A","2018",80.4,
"CHL","LIFEEXP","TOT","YR","A","2019",80.6,
"EST","LIFEEXP","TOT","YR","A","2000",71,
"EST","LIFEEXP","TOT","YR","A","2001",70.9,
"EST","LIFEEXP","TOT","YR","A","2002",71.4,
"EST","LIFEEXP","TOT","YR","A","2003",71.8,
"EST","LIFEEXP","TOT","YR","A","2004",72.4,
"EST","LIFEEXP","TOT","YR","A","2005",72.9,
"EST","LIFEEXP","TOT","YR","A","2006",73.1,
"EST","LIFEEXP","TOT","YR","A","2007",73.2,
"EST","LIFEEXP","TOT","YR","A","2008",74.2,
"EST","LIFEEXP","TOT","YR","A","2009",75.2,
"EST","LIFEEXP","TOT","YR","A","2010",75.9,
"EST","LIFEEXP","TOT","YR","A","2011",76.4,
"EST","LIFEEXP","TOT","YR","A","2012",76.5,
"EST","LIFEEXP","TOT","YR","A","2013",77.3,
"EST","LIFEEXP","TOT","YR","A","2014",77.2,
"EST","LIFEEXP","TOT","YR","A","2015",77.7,
"EST","LIFEEXP","TOT","YR","A","2016",77.8,
"EST","LIFEEXP","TOT","YR","A","2017",78.2,
"EST","LIFEEXP","TOT","YR","A","2018",78.4,
"ISR","LIFEEXP","TOT","YR","A","2000",78.8,
"ISR","LIFEEXP","TOT","YR","A","2001",79.3,
"ISR","LIFEEXP","TOT","YR","A","2002",79.5,
"ISR","LIFEEXP","TOT","YR","A","2003",79.7,
"ISR","LIFEEXP","TOT","YR","A","2004",80.2,
"ISR","LIFEEXP","TOT","YR","A","2005",80.2,
"ISR","LIFEEXP","TOT","YR","A","2006",80.6,
"ISR","LIFEEXP","TOT","YR","A","2007",80.6,
"ISR","LIFEEXP","TOT","YR","A","2008",81,
"ISR","LIFEEXP","TOT","YR","A","2009",81.5,"B"
"ISR","LIFEEXP","TOT","YR","A","2010",81.7,
"ISR","LIFEEXP","TOT","YR","A","2011",81.7,
"ISR","LIFEEXP","TOT","YR","A","2012",81.8,
"ISR","LIFEEXP","TOT","YR","A","2013",82.1,
"ISR","LIFEEXP","TOT","YR","A","2014",82.2,
"ISR","LIFEEXP","TOT","YR","A","2015",82.1,
"ISR","LIFEEXP","TOT","YR","A","2016",82.5,
"ISR","LIFEEXP","TOT","YR","A","2017",82.6,
"ISR","LIFEEXP","TOT","YR","A","2018",82.9,
"SVN","LIFEEXP","TOT","YR","A","2000",76.1,
"SVN","LIFEEXP","TOT","YR","A","2001",76.4,
"SVN","LIFEEXP","TOT","YR","A","2002",76.6,
"SVN","LIFEEXP","TOT","YR","A","2003",76.4,
"SVN","LIFEEXP","TOT","YR","A","2004",77.2,
"SVN","LIFEEXP","TOT","YR","A","2005",77.4,
"SVN","LIFEEXP","TOT","YR","A","2006",78.3,
"SVN","LIFEEXP","TOT","YR","A","2007",78.3,
"SVN","LIFEEXP","TOT","YR","A","2008",79.1,"B"
"SVN","LIFEEXP","TOT","YR","A","2009",79.3,
"SVN","LIFEEXP","TOT","YR","A","2010",79.8,
"SVN","LIFEEXP","TOT","YR","A","2011",80.1,
"SVN","LIFEEXP","TOT","YR","A","2012",80.2,
"SVN","LIFEEXP","TOT","YR","A","2013",80.4,
"SVN","LIFEEXP","TOT","YR","A","2014",81.2,
"SVN","LIFEEXP","TOT","YR","A","2015",80.9,
"SVN","LIFEEXP","TOT","YR","A","2016",81.3,
"SVN","LIFEEXP","TOT","YR","A","2017",81.1,
"SVN","LIFEEXP","TOT","YR","A","2018",81.5,
"COL","LIFEEXP","TOT","YR","A","2000",72.9,
"COL","LIFEEXP","TOT","YR","A","2001",73.2,
"COL","LIFEEXP","TOT","YR","A","2002",73.5,
"COL","LIFEEXP","TOT","YR","A","2003",73.8,
"COL","LIFEEXP","TOT","YR","A","2004",74,
"COL","LIFEEXP","TOT","YR","A","2005",74.3,
"COL","LIFEEXP","TOT","YR","A","2006",74.5,
"COL","LIFEEXP","TOT","YR","A","2007",74.7,
"COL","LIFEEXP","TOT","YR","A","2008",75,
"COL","LIFEEXP","TOT","YR","A","2009",75.2,
"COL","LIFEEXP","TOT","YR","A","2010",75.4,
"COL","LIFEEXP","TOT","YR","A","2011",75.6,
"COL","LIFEEXP","TOT","YR","A","2012",75.9,
"COL","LIFEEXP","TOT","YR","A","2013",76.1,
"COL","LIFEEXP","TOT","YR","A","2014",76.3,
"COL","LIFEEXP","TOT","YR","A","2015",76.5,
"COL","LIFEEXP","TOT","YR","A","2016",76.7,
"COL","LIFEEXP","TOT","YR","A","2017",76.9,
"COL","LIFEEXP","TOT","YR","A","2018",77.1,
"LVA","LIFEEXP","TOT","YR","A","2002",70.1,
"LVA","LIFEEXP","TOT","YR","A","2003",70.5,
"LVA","LIFEEXP","TOT","YR","A","2004",70.8,
"LVA","LIFEEXP","TOT","YR","A","2005",70.6,
"LVA","LIFEEXP","TOT","YR","A","2006",70.6,
"LVA","LIFEEXP","TOT","YR","A","2007",70.8,
"LVA","LIFEEXP","TOT","YR","A","2008",72,
"LVA","LIFEEXP","TOT","YR","A","2009",72.6,
"LVA","LIFEEXP","TOT","YR","A","2010",73,
"LVA","LIFEEXP","TOT","YR","A","2011",73.7,
"LVA","LIFEEXP","TOT","YR","A","2012",73.9,
"LVA","LIFEEXP","TOT","YR","A","2013",74.1,
"LVA","LIFEEXP","TOT","YR","A","2014",74.3,
"LVA","LIFEEXP","TOT","YR","A","2015",74.6,
"LVA","LIFEEXP","TOT","YR","A","2016",74.7,
"LVA","LIFEEXP","TOT","YR","A","2017",74.8,
"LVA","LIFEEXP","TOT","YR","A","2018",74.9,
"LTU","LIFEEXP","TOT","YR","A","2000",72.1,
"LTU","LIFEEXP","TOT","YR","A","2001",71.7,
"LTU","LIFEEXP","TOT","YR","A","2002",71.8,
"LTU","LIFEEXP","TOT","YR","A","2003",72.1,
"LTU","LIFEEXP","TOT","YR","A","2004",72,
"LTU","LIFEEXP","TOT","YR","A","2005",71.3,
"LTU","LIFEEXP","TOT","YR","A","2006",71.1,
"LTU","LIFEEXP","TOT","YR","A","2007",70.9,
"LTU","LIFEEXP","TOT","YR","A","2008",71.8,
"LTU","LIFEEXP","TOT","YR","A","2009",72.9,
"LTU","LIFEEXP","TOT","YR","A","2010",73.3,
"LTU","LIFEEXP","TOT","YR","A","2011",73.7,
"LTU","LIFEEXP","TOT","YR","A","2012",74,
"LTU","LIFEEXP","TOT","YR","A","2013",74.1,
"LTU","LIFEEXP","TOT","YR","A","2014",74.7,
"LTU","LIFEEXP","TOT","YR","A","2015",74.5,
"LTU","LIFEEXP","TOT","YR","A","2016",74.8,
"LTU","LIFEEXP","TOT","YR","A","2017",75.6,
"LTU","LIFEEXP","TOT","YR","A","2018",75.8,
